@relation sulfurCatalyst

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute target numeric

@data
1.0963,0.006583,334.62,306,338.9,346.99,406.37,445.33,363.86,324.43,315.26,0.157,0.39943
1.1029,0.006261,337.37,308.7,343.95,354.69,447.54,428.84,358.06,325.25,317.37,0.15903,0.39633
1.2028,0.006585,342.35,311.92,350.03,373.25,473,424.14,361.82,329.89,321.04,0.15754,0.39828
1.1744,0.006481,348.89,317.63,369.89,430.01,484.39,411.4,358.23,330.52,324.72,0.15947,0.39371
1.2396,0.006533,352.31,320.82,380.72,447.96,479.65,412.6,363.04,335.29,328.23,0.15892,0.3997
1.2555,0.006593,351.55,318.64,376.59,438.35,480.93,414.47,362.45,334.6,328.38,0.15849,0.39774
1.2574,0.006483,347.62,314.01,362.65,401.34,476.12,415.96,359.71,330.11,322.65,0.16058,0.40011
1.2833,0.006514,343.38,309.62,354.68,374.79,458.1,422.23,362.38,329.42,321.4,0.16047,0.39503
1.2517,0.006471,342.82,306.35,348.13,361.58,437.23,426.97,363.81,327.82,317.55,0.16018,0.39825
1.2553,0.006519,340.94,305.8,344.75,352.76,406.02,433.92,368.25,328.34,318.15,0.15931,0.39764
1.2523,0.006445,339.3,303.9,341.45,347.77,376.63,437.75,374.95,330.18,318.58,0.16041,0.39477
1.2431,0.006416,336.29,304.03,339.52,342.9,357.04,421.29,387.16,335.9,320.33,0.15935,0.40138
1.2605,0.006439,336.85,302.12,337.11,340.74,346.49,378.15,400.98,345.22,327.31,0.1604,0.40243
1.2349,0.006455,333.48,301.42,334.27,335.36,337.76,342.65,354.64,362.45,347.47,0.16008,0.39959
1.2426,0.006426,332.26,299.36,331.62,331.56,331.27,328.46,322.33,315.76,313.53,0.17062,0.39564
1.234,0.006536,330.41,298.37,330.79,329.07,327.82,324.33,318.19,311.71,309.17,0.17089,0.40298
1.2654,0.006573,329.35,299.53,328.8,327.81,325.65,321.63,316.2,311.47,309.35,0.17252,0.40326
1.2399,0.006462,329.53,300.2,328.33,327.71,325.67,322.38,317.46,311.64,310.18,0.17078,0.40256
1.2438,0.006488,327.83,300,327.8,326.36,324.36,320.46,315.53,311.94,308.85,0.17062,0.39775
1.1218,0.006481,327.3,298.36,326.35,324.08,322.2,319.29,313.22,308.43,306.64,0.17199,0.40056
1.1092,0.006501,323,294.95,322.79,319.51,315.93,311.53,306.21,302.91,302.2,0.17205,0.39984
1.1328,0.006385,320.01,292.73,318.38,315.29,311.06,305.04,299.98,297.72,296.23,0.17606,0.39992
1.11,0.006469,316.77,290.26,313.86,310.59,306,299.9,295.57,293.31,293.45,0.17526,0.39993
1.1085,0.006564,314.18,288.39,311.47,307.62,302.55,296.68,293.32,290.8,291.4,0.17569,0.39882
1.1122,0.006493,313.85,286.1,309.26,307.2,300.73,296.11,292.15,290.04,288.42,0.17573,0.40117
1.1203,0.006499,311.69,285.79,308.71,304.9,299.92,293.69,289.88,288.54,288.16,0.17626,0.39733
1.1023,0.006524,312.21,284.73,308.07,304.98,298.4,293.09,290.46,287.46,287.06,0.17586,0.4035
1.1496,0.006505,311.43,286.48,309.38,305.62,299.69,295.5,291.3,289.65,288.18,0.17609,0.4047
1.1409,0.006586,314.31,288.86,311.11,308.88,303.18,298.6,293.94,291.87,291.75,0.17577,0.40246
1.1907,0.006556,316.52,290.45,312.77,310.92,305.2,300.72,296.39,293.97,293.75,0.17664,0.40157
1.2221,0.006556,319,291.9,315.5,314.57,310.28,304.49,299.35,296.53,296.3,0.17495,0.40495
1.2648,0.006563,323.1,295.99,320.42,319.7,315.31,311.68,306.63,302.72,301.43,0.17336,0.39869
1.2423,0.006467,326.46,300.16,326.88,325.19,323.12,321.46,318.09,314.11,312.24,0.17184,0.3985
1.248,0.006483,330.78,304.93,330.64,332.31,334.74,338.47,345.05,359.3,358.48,0.16193,0.40603
1.2455,0.006423,333.11,308.77,336.9,339.3,349.2,410.36,398.48,343.55,327.33,0.16137,0.39995
1.3166,0.006289,336.59,311.68,340.82,344.98,366.25,429.77,385.93,341.02,328.24,0.16172,0.40087
1.3652,0.006475,340.83,314.3,346.18,355.84,401.66,435.16,379.63,340.45,330.54,0.16094,0.40591
1.3849,0.006504,344.27,319.43,355.38,374.84,448.61,429.67,373.75,341.32,331.61,0.16213,0.40289
1.3848,0.006425,347.6,323.08,362.48,392.62,463.95,424.6,373.55,344.56,335.28,0.16084,0.40215
1.3817,0.00651,348.72,325.21,367.83,402.59,470.12,424.24,375.53,346.87,338.49,0.16171,0.40228
1.4009,0.00654,351.45,326.27,370.44,409.3,473.69,425.54,376.4,347.7,338.53,0.1612,0.40298
1.3804,0.006405,351.38,327.62,372.45,416.38,474.91,423.42,374.7,345.59,338.31,0.1613,0.40751
1.364,0.006568,351.69,327.9,372.83,417.17,475.12,425.36,376.15,346.25,339.65,0.16039,0.40023
1.3635,0.00652,351.17,327.98,370.55,414.48,475.78,426.03,376.27,346.59,339.22,0.16205,0.40148
1.3952,0.00656,349.11,326.93,368.09,405.16,471.59,425.39,376.84,347.77,338.88,0.16206,0.40297
1.3789,0.006479,348.96,328.14,367.72,405.47,471.97,426.72,375.8,346.13,339.43,0.16329,0.40169
1.3826,0.006573,348.77,326.5,364.87,400.62,471.03,427.31,376.76,347,338.81,0.16189,0.40259
1.3337,0.006471,348.05,327.35,366.97,408.13,476.47,423.39,373.4,345.77,337.58,0.16208,0.40487
1.3236,0.006501,347.08,326.22,363.08,400.82,474.99,426.41,372.75,345.48,336.86,0.16,0.40787
1.3157,0.006471,345.4,324.07,359.72,390.15,471.86,424.89,372.83,343.68,334.71,0.16251,0.40726
1.3276,0.006425,343.83,321.96,356.47,382.77,466.92,428.18,373.97,342.28,333.85,0.16052,0.4048
1.3194,0.006405,343.26,321.94,354.46,375.84,456.53,429.96,373.98,343.25,334.55,0.16224,0.40292
1.338,0.006529,340.88,320.77,350.35,369.47,449.92,431.78,375.66,343.22,334.09,0.16242,0.40156
1.32,0.006442,341.37,319.86,349.98,365.76,441.68,433.53,375.46,342.12,332.73,0.1596,0.40751
1.3461,0.006507,341.02,318.72,347.53,362.89,431.94,434.87,375.89,342.52,331.99,0.16042,0.40753
1.3187,0.00651,341.2,319.21,349.27,364.84,444.81,433.98,376.07,340.92,331.22,0.16166,0.4032
1.3367,0.006523,340.95,318.64,349.9,366.04,442.87,432.79,374.97,342.38,331.18,0.16255,0.40043
1.3475,0.006503,342.82,319.68,352,370.19,449.54,430.47,374.85,342.05,332.87,0.16225,0.40653
1.3175,0.006521,342.38,320.94,354.8,376.61,461.08,428.87,372.88,342.16,333.34,0.16019,0.40579
1.3247,0.006465,344.68,322.25,356.65,382.85,466.85,428.17,373.68,341.96,333.4,0.16045,0.40661
1.3803,0.006479,344.81,323.2,357.47,380.89,458.06,429.3,376.01,345.44,336.03,0.16144,0.40271
1.3788,0.006503,346.19,324.43,361.15,388.11,464.25,426.78,376.01,344.77,337.32,0.16032,0.40142
1.3791,0.006443,348.13,326.62,365.43,400.98,471.65,426.7,375.17,346,337.53,0.1614,0.40121
1.3733,0.006473,349.86,328.95,367.63,406.08,471.07,424.93,375.99,347.79,339.29,0.16288,0.40293
1.3889,0.006493,350.23,330.83,372.6,417.34,477.26,426.44,377.34,349.55,341.5,0.16124,0.40032
1.3906,0.006547,353.26,330.68,376.23,423.27,476.25,426.19,378.61,351.11,341.74,0.16182,0.40126
1.3664,0.006507,354.04,332.12,381.31,436.11,478.46,423.96,377.78,350.49,341.73,0.16303,0.40664
1.3648,0.006374,350.24,328.4,366.02,402.71,470.59,425.07,375.83,348.33,339.68,0.16247,0.40704
1.3623,0.006533,344.91,323.93,355.15,379.93,457.79,430.06,377.32,344.91,335.92,0.16235,0.40306
1.3898,0.006506,340.66,319.13,347.56,361.58,422.21,436.5,381.51,344.95,334.37,0.16186,0.40667
1.3861,0.00643,339.37,319.31,346.41,358.85,413.21,435.79,380.36,345.66,333.31,0.16139,0.40239
1.388,0.006372,339.77,320.36,347.72,359.21,413.18,436.46,380.53,345.68,336.19,0.16046,0.40642
1.3792,0.006497,341.16,320.18,349.22,360.99,423.38,437.66,380.52,345.74,335.62,0.16279,0.40071
1.3733,0.006556,341.02,322.95,348.85,364.83,433.51,436.76,380.26,346.07,336.76,0.16296,0.40059
1.3735,0.006443,341.96,322.83,349.55,364.76,433.65,434.86,381.17,346.38,337.11,0.16167,0.40048
1.3879,0.006528,341.57,323.45,350.2,366.83,439.68,435.51,379.22,345.82,337.16,0.16254,0.40749
1.3955,0.00645,343.01,323.21,353.44,371.52,445.89,433.43,379.15,345.23,337,0.16228,0.40801
1.3789,0.006485,344.18,324.04,356.43,379.96,459.05,429.48,377.85,345.05,336,0.16083,0.40084
1.3125,0.006496,345.65,324.51,359.5,393.25,473.46,428.08,374.3,344.52,335.15,0.16176,0.40597
1.2728,0.006538,344.84,322.62,359.06,393.01,477.69,423.99,371.16,341.66,332.95,0.15968,0.40131
1.0666,0.006589,341.19,320.2,360.54,429.43,498.37,413.86,356.62,332.28,325.13,0.15526,0.40791
1.0699,0.006324,334.14,313.82,339.76,350.5,450.66,435.71,363.11,327.68,319.9,0.1561,0.40678
0.85431,0.006427,326.74,305.8,328.61,331,343.56,500.61,369.27,320.62,310.82,0.15096,0.40726
0.90294,0.004696,315.58,295.75,314.07,312.96,308.38,305.11,302.94,301.08,300.15,0.17326,0.40113
0.99131,0.004756,312.68,296.06,310.56,309.03,306.6,303.4,301.73,300.01,300.22,0.17488,0.40106
0.98235,0.006597,322.25,303.82,321.93,322.45,324.63,325.42,326.22,324.42,324.52,0.16202,0.40524
1.0545,0.006378,329.03,310.39,331.27,333.74,347.26,470.18,389.48,335.32,322.16,0.15597,0.4041
1.1129,0.006346,333.74,316.78,342.4,354.84,465.15,435.41,366.12,333.14,325.28,0.15882,0.4055
1.1116,0.006437,340.06,323.38,357.03,406.45,496.2,418.79,362.67,335.96,330.38,0.15765,0.40041
1.3073,0.006499,347.7,330.18,365.32,411.47,481.61,426.03,375.8,347.84,340.59,0.16159,0.40443
1.3637,0.006466,348.47,333.23,367.88,408.58,474.08,428.95,379.34,352.32,344.22,0.16226,0.40605
1.4162,0.006471,349.35,333.4,366.15,399.99,467.76,429.88,382.61,353.37,345.99,0.16245,0.40477
1.4279,0.006515,348.07,331.96,362.97,391.32,463.52,432.51,382.51,352.08,344.31,0.16227,0.40422
1.4335,0.006467,344.88,328.66,356.43,378.09,451.9,435,382.47,351.94,343.52,0.16282,0.40752
1.4798,0.00653,341.69,327.51,350.63,365.42,427.67,437.94,388,352.83,342.17,0.16309,0.40353
1.4828,0.006576,342.75,327.12,351.44,366.34,424.72,438.05,388.18,354.17,344,0.16363,0.40702
1.479,0.006536,345.28,329.77,356.37,378.23,445.97,434.04,386.7,354.58,345.41,0.1645,0.40159
1.4874,0.00657,347.75,333.96,364.12,389.52,457.01,433.5,386.4,356.87,346.86,0.16169,0.40226
1.4804,0.006415,351.87,335.62,368.94,400.68,465.4,432.4,386.97,357.09,348.29,0.16154,0.40683
1.4821,0.006619,350.69,332.65,366.29,400.02,464.12,431.37,384.68,354.91,346.18,0.16443,0.40107
1.4964,0.006478,348.95,330.15,363.8,387.93,454.15,431.41,382.74,352.69,343.93,0.16268,0.40706
1.486,0.006504,347.76,328.96,362.53,387.83,450.79,430.92,384.29,353.31,344.93,0.16262,0.40517
1.4775,0.00644,350.12,330.29,363.8,390.95,457.26,429.86,382.9,352.1,343.09,0.16442,0.40796
1.515,0.006475,348.99,330.13,365.52,390.88,456.57,430.58,383.64,354.44,344.98,0.16434,0.40444
1.4854,0.006482,348.9,328.38,362.79,388.67,452.17,429.78,382.27,351.76,343.68,0.16286,0.40184
1.4967,0.006531,347.96,328.85,360.63,383.52,451.41,431.91,383.78,352.38,342.57,0.16188,0.4013
1.4865,0.006476,345.88,326.45,357.17,377.6,443.04,433.09,383.96,351.4,342.42,0.16306,0.40079
1.4514,0.006439,344.92,325.29,354.49,372.4,439.04,433.43,384.15,349.72,341.57,0.1639,0.40331
1.4179,0.006495,342.6,325.32,351.33,367.18,437.16,435.13,382.71,349.12,338.93,0.16147,0.40387
1.4202,0.006477,340.15,322.13,345.91,356.78,409.33,438.91,386.5,348.09,337.6,0.16056,0.4007
1.4146,0.006453,336.14,320.54,341.12,348.45,379.58,439.08,392.08,349.47,337.86,0.16207,0.40428
1.4051,0.006506,333.22,316.89,337.42,341.53,358.07,421.55,402.98,353.53,340.01,0.16183,0.40147
1.4234,0.006524,331.28,315.81,334.04,337.27,345.78,382.19,411.65,361.76,344.67,0.16071,0.40533
1.4204,0.006536,330.3,314.82,331.8,334.22,339.8,356.01,407.35,372.7,351.93,0.16254,0.40681
1.4005,0.00645,328.45,313.76,329.63,331.44,335.19,343.44,371.21,387.08,363.03,0.16091,0.40778
1.3879,0.006584,327.11,312.07,327.74,329.5,332.58,339.8,356.1,388.01,373.62,0.163,0.40252
1.3931,0.00648,326.55,312.23,327.8,327.67,331.16,335.18,345.08,369.35,374.79,0.1623,0.40144
1.4052,0.006431,325.34,311.83,326.84,326.51,329.16,332.74,337.01,343.88,347.71,0.16481,0.40148
1.4022,0.006456,324.09,310.4,323.57,325.91,326.45,328.76,331.39,334.59,334.18,0.16536,0.40172
1.3829,0.006424,323.15,309.77,324.04,324.63,325.61,325.72,326.86,328.06,327.21,0.16676,0.4076
1.3798,0.006548,323.17,308.1,323.6,324.57,325.05,325.88,326.26,326.65,327.1,0.16883,0.4069
1.3208,0.006515,324.65,308.05,325.08,325.98,328.5,330.46,333.24,336.51,337.02,0.16565,0.40637
1.291,0.006458,325.45,308.16,326.55,326.16,328.04,329.43,333.25,334.03,333.77,0.16392,0.40644
1.2984,0.006543,326.67,307.04,326.28,326.78,326.94,328.12,327.4,326.44,324.68,0.16888,0.4054
1.315,0.00652,326.68,306.33,328.27,328.45,329.77,331.54,332.86,332.23,330.31,0.165,0.40717
1.3017,0.006537,328.7,306.94,329.78,331.55,334.01,339.1,349.3,373.07,368.11,0.16019,0.40328
1.3892,0.006388,331.61,309.72,334.25,334.23,338.9,350.45,387.28,373.29,350.58,0.16081,0.40128
1.3764,0.006499,335.19,313.33,337.32,341.61,356.03,415.62,399.6,350.82,335.74,0.16289,0.40086
1.4379,0.006524,339.31,317.76,343.29,349.89,380.37,433.35,388.66,348.89,335.49,0.16386,0.40225
1.4542,0.006497,343.21,321.3,350.07,364.96,422.4,433.67,381.68,346.67,337.1,0.162,0.40734
1.4461,0.006536,345.02,324.45,354.67,375.43,443.18,432.16,382.01,349.08,339.44,0.1641,0.40152
1.4505,0.006557,345.9,326.75,358.65,379.39,450.91,431.13,380.73,348.65,340.13,0.16363,0.40273
1.454,0.006548,346.5,327.23,358.33,380.91,452.86,431.62,381.87,348.98,340.57,0.16365,0.40469
1.4099,0.006537,346.57,326.76,359.16,384.6,460.68,431.55,378.86,348.68,339,0.16143,0.40161
1.4289,0.006382,345.46,325.71,355.75,376.87,445.92,432.18,382.22,350.15,339.17,0.16385,0.40785
1.4207,0.006567,343.72,325.04,352.42,371.7,442.22,434.41,381.55,350.11,340.17,0.16068,0.40565
1.398,0.006568,342.01,326.97,353.2,374.07,450.97,433.66,380.46,348,339.89,0.16259,0.40138
1.3806,0.006496,343.62,327.27,352.63,373.93,452.05,434.25,379.56,348.55,339.14,0.16187,0.40124
1.3485,0.006601,341.19,326.28,352.15,375.7,461.06,434.07,378.7,347.72,338.52,0.16042,0.40652
1.3567,0.006402,341.28,324.6,349.19,366.22,442.13,436.42,380.06,346.13,338.22,0.15994,0.4048
1.365,0.006456,339.09,324.83,345.36,359.31,423.16,440.46,383.01,347.52,337.58,0.16045,0.40037
1.2666,0.006426,337.27,322.69,343.76,355.66,424.65,440.73,380.46,344.1,334.04,0.16143,0.40765
1.0537,0.006254,333.21,318.15,341.25,358.39,488.82,428.11,360.57,331.76,324.88,0.15786,0.40114
1.062,0.006576,328.07,313.42,330.74,334.84,355.27,478.61,383.78,335.18,324.11,0.15515,0.40756
1.0557,0.006293,321.22,306.17,323.53,324.18,324.24,327,329.52,329.77,330.18,0.16294,0.4003
1.0598,0.006589,319.87,304.27,321.08,320.99,322.48,321.56,323.03,321.55,320.5,0.16758,0.40275
1.0459,0.006363,324.21,305.93,324.26,326.09,327.09,331.49,336.42,355.78,378.37,0.15758,0.40034
1.0487,0.006493,328.61,308.6,332.39,336.01,349.76,473.88,385.41,333.56,320.12,0.15528,0.40038
1.0567,0.006556,333.91,312.14,339.81,353.73,480.61,431.62,359.86,327.55,320.34,0.15537,0.40045
1.0438,0.006439,338.26,314.7,347.41,373.53,500.58,417.39,355.53,327.19,321.25,0.15508,0.4076
1.0449,0.006703,340.61,317.06,356.35,419.23,505.19,412.29,353.58,328.67,322.07,0.15378,0.40607
1.0531,0.006531,342.77,320.52,362.57,437.12,494.81,409.12,354.56,330.84,325.59,0.1576,0.4011
1.04,0.006845,342.3,320.43,366.98,472.59,499.54,410.86,356.04,330.78,326.46,0.15356,0.40253
1.1317,0.006432,342.48,322.85,361.84,420.65,491.6,414.34,360.08,333.68,328.03,0.15659,0.40322
1.168,0.006481,344.55,322.89,364.34,424.83,492.91,416.31,363.96,336.82,330.35,0.15926,0.40246
1.1547,0.006517,346.86,327.78,374.24,452.93,490.5,416.48,364.12,339.92,332.81,0.1583,0.40083
1.1298,0.006561,348.4,332.24,385.06,483.55,489.8,415.25,366.03,343.31,337.09,0.15692,0.4018
1.1882,0.006457,350.06,333.31,387.33,478.66,489.19,418.07,369.94,347.17,340.25,0.15784,0.40774
1.2028,0.006487,345.67,329.58,370.41,438.09,489.81,419.76,367.78,343.42,336.97,0.15859,0.40273
1.1831,0.006575,342.98,326.19,358.77,402.75,492.84,422.25,367.28,340.94,332.46,0.15736,0.40737
1.18,0.006509,340.04,321.76,350.77,378.18,487.4,428.22,369.41,338.81,331.79,0.15799,0.40115
1.1768,0.006536,337.24,321.19,345.9,363.21,471.29,433.03,370.39,338.11,328.98,0.15724,0.40576
1.1775,0.006493,335.78,318.43,342.79,358.1,458.81,436.69,370.25,337.03,329.08,0.15789,0.40115
1.1953,0.00652,334.64,317.57,341.07,349.6,421.62,444.48,374.39,338.77,329.31,0.1589,0.40147
1.1777,0.006474,333.3,316.82,338.69,345.06,397.9,452.65,379.57,338.25,329.08,0.15975,0.40574
1.1874,0.006548,331.24,316.27,335.07,341.16,371,458.34,384.83,339.8,328.7,0.15929,0.40274
1.1693,0.006537,329.3,315.12,333.29,336.98,354.22,457.76,394.29,343.22,328.52,0.15891,0.40068
1.2279,0.006479,328.69,312.38,329.57,332.73,340.55,372.14,422.85,356.6,338.24,0.15846,0.40321
1.2666,0.006548,329.06,312.44,330.64,332.88,339.6,362.82,425.72,361.63,341.72,0.1614,0.40265
1.2463,0.006477,329.47,314.9,333.18,335.46,345.1,401.84,410.42,351.62,334.7,0.15939,0.40382
1.2722,0.006456,332.17,315.48,335.5,339.47,356.48,442.89,397.72,346.94,332.58,0.15882,0.40464
1.2594,0.006493,333.89,317.68,338.4,344.59,377.33,451.99,385.32,342.95,330.74,0.15833,0.40347
1.2691,0.00655,335.67,318,341.34,351,412.36,445.19,379.47,342.45,331.16,0.16099,0.40458
1.268,0.006512,338.4,321.66,345.97,362.1,446.55,436.08,376.93,341.67,331.74,0.16075,0.40353
1.2442,0.006584,340.85,322.47,351.12,375.54,475.58,429.87,371.18,340.83,333.4,0.16027,0.40775
1.2791,0.00653,342.25,325.09,353.92,382.47,476.47,428.58,373.7,342.71,334.16,0.15854,0.40721
1.2325,0.006476,344.04,326.54,359.48,400.49,486.57,424.29,370.55,343.43,334.39,0.15913,0.40518
1.1413,0.006402,343.67,327.19,366.05,431.53,491.1,416.52,365.47,339.26,332.76,0.15858,0.40617
1.149,0.006501,342.28,326.29,363.13,419.12,491.17,417.69,366.18,338.58,333.56,0.15949,0.40765
1.1453,0.006389,341.29,323.79,355.37,396.77,494.63,420.37,365.04,337.88,330.3,0.15816,0.4014
1.1378,0.006548,338.37,321.02,350.41,377.84,497.42,427.58,366.58,336.71,330.12,0.15711,0.40801
1.1453,0.006532,335.15,319.54,344.02,362.35,483.41,432.82,367.61,335.49,329.51,0.15797,0.40809
1.1344,0.006549,334.17,319.74,340.71,354.72,461.87,440.05,371.02,336.51,328.5,0.15694,0.40258
1.1467,0.006506,333.9,319.77,339.81,349.12,430.73,446.01,374.75,337.21,329.69,0.15684,0.40421
1.1373,0.00645,331.92,318.16,337.55,344.85,405.07,451.33,376.17,337.41,328.63,0.15678,0.40717
1.1472,0.006418,331.99,317.8,335.5,341.84,384.7,457.26,380.03,337.65,329.1,0.1591,0.40469
1.129,0.006432,329.8,317.8,334.32,341.87,381.29,461.99,380.45,338.15,328.38,0.15649,0.40191
1.1234,0.006251,329.86,316.73,333.71,340.01,370.54,461.33,382.05,338.44,327.95,0.15863,0.40152
1.0342,0.006763,329.5,316.53,335.41,344.36,448.58,453.66,369.45,332.89,324.81,0.15423,0.40566
1.0563,0.006474,325.66,314.78,330.73,334.25,350.1,478.88,388.99,337.63,326.05,0.15584,0.4066
1.0422,0.006428,322.4,310.79,324.45,327.35,332.67,354.21,442.51,355.19,333.05,0.15639,0.40154
0.79092,0.006529,320.44,307.33,323.73,326.47,336.87,538.2,378.24,323.27,313.32,0.14965,0.40564
0.78825,0.000094,314.4,302.03,312.25,310.11,306.08,304.62,301.84,301.48,302,0.17935,0.40215
0.78354,0.000027,308.56,295.14,305.68,302.94,299.55,296.16,296.14,295.3,295.34,0.17951,0.4039
0.79885,0.002155,315.49,302.43,313.92,314.04,312.61,311.27,309.88,308.12,308.44,0.17409,0.40108
0.78324,0.001613,347.96,332.25,354.9,364.11,369.5,357.49,342.1,335.16,332.87,0.17257,0.40182
0.78766,0.001961,344.12,328.05,351.94,362.66,375.28,359.23,338.78,331.86,328.99,0.1692,0.40438
0.79443,0.002416,337.53,321.2,342.83,349.75,367.76,366.01,339,327.64,323.72,0.16664,0.40206
0.78069,0.002737,333.66,318.68,337.54,340.98,353.46,368.75,345.61,325.55,323.21,0.16504,0.40739
0.79558,0.002703,328.69,315.42,331.47,334.88,337.59,342.78,340.77,328.91,324.99,0.16773,0.40223
0.78886,0.002333,328,313.76,327.35,328.89,330.37,331.02,328.1,324.46,323.37,0.16887,0.40448
0.80322,0.0029,334.55,322.56,340.68,349.17,382.24,381.51,343.74,328.83,325.15,0.16572,0.40221
0.79482,0.002835,340.24,331.15,352.61,376.28,415.61,374.26,343.54,334.04,332.65,0.16671,0.40466
0.79261,0.003003,344.28,333.5,363.38,407.76,422.45,371.96,344.61,337.38,334.37,0.16508,0.4055
0.79833,0.003047,344.86,336.44,371.93,421.58,423.56,373.17,347.19,339.5,337.65,0.16452,0.40419
0.79271,0.003018,346.38,338.33,375.54,428.5,421.18,373.07,347.4,340.02,340.35,0.16547,0.40181
0.79651,0.003145,347.81,339.87,378.14,437.07,424.08,373.04,349.42,341.54,340.69,0.16486,0.40136
0.81153,0.00287,346.44,339.45,372.79,415.67,420.52,374.92,350.76,341.74,341.03,0.16663,0.40501
0.90087,0.002729,344.63,336.79,359.24,381.13,408.95,378.5,351.59,342.13,339.51,0.16961,0.40264
0.89547,0.003194,337.12,328.6,343.71,355.57,398.08,387.62,350.88,335.39,330.77,0.1656,0.40191
0.90604,0.00325,329.74,323.84,334.66,340.2,356.99,387.71,358.99,334.96,328.13,0.16523,0.40404
0.95143,0.002946,328.75,322.21,331.21,334.54,340.93,351.7,357.13,340.06,332.74,0.1692,0.4044
1.1926,0.00284,328.18,322.26,330.56,331.65,335.5,339.63,342.76,339.7,336.41,0.17117,0.40332
1.2142,0.002846,334.84,329.89,338.63,341.49,349.4,360.75,360.06,347.78,341.53,0.16967,0.40071
1.1782,0.002982,345.1,338.06,351.7,362.99,384.89,388.1,365.98,349.16,344.66,0.17025,0.40629
1.2101,0.002999,351.51,344.18,364.1,376.86,399.26,390.82,368.49,354.08,350.13,0.16914,0.40311
1.2896,0.002942,347.35,341.58,356.72,365.37,384.01,387.15,367.69,353.18,349.29,0.1698,0.40085
1.3096,0.002642,346.72,341.2,354.83,361.91,375.84,380.51,366.51,353.61,348.26,0.17211,0.40457
1.3132,0.002616,348.73,340.83,355.09,362.15,375.62,379.8,366.32,352.71,349.04,0.17097,0.4052
1.3107,0.002654,347.3,342.08,354.27,362.9,376.37,379.54,367.11,353.72,348.87,0.17179,0.40443
1.3015,0.002638,346.96,340.38,353.95,362.67,376.5,380.53,366.71,353.4,347.89,0.17096,0.40267
1.3061,0.002666,346.89,340.63,354.21,362.53,375.92,380.51,365.77,352.22,348.77,0.17206,0.40599
1.3051,0.00265,347.03,341.02,355.06,362.23,375.84,378.73,366.27,352.7,349.19,0.17349,0.40417
1.3118,0.002633,346.88,342,354.16,362.08,376.27,379.05,367.23,352.5,348.74,0.17372,0.40384
1.2909,0.002641,347.06,341.19,355.28,361.13,375.24,380.36,367.44,352.31,347.62,0.17199,0.40452
1.2919,0.002635,348.36,340.7,353.27,362.23,375.19,379.88,367.31,353.5,348.06,0.17161,0.40212
1.3074,0.002664,347.79,341.34,353.72,362.01,375.03,379.38,366.44,353.11,349.01,0.17248,0.40652
1.2917,0.002643,346.46,341.66,355.13,361.68,375.31,379.61,365.83,353.09,347.5,0.17174,0.40031
1.295,0.002657,347.82,341.6,354.91,361.18,375.61,378.96,367.59,353.34,348.39,0.1704,0.40403
1.2929,0.002691,347.44,340.43,354.79,361.34,375.98,379.49,366.06,353.05,348.41,0.172,0.40628
1.2886,0.002683,347.29,341.34,353.78,361.51,375.29,379.82,366.34,353.58,348.55,0.17261,0.40624
1.2833,0.002651,347.71,340.67,354.48,361.28,375.6,379.41,366.02,353,349.12,0.17099,0.4081
1.3007,0.00265,346.91,340.1,353.05,360.69,375.41,380.41,367.61,352.6,347.9,0.1726,0.40624
1.3034,0.002685,347.05,340.81,354.54,362.18,374.78,379.5,366.24,352.51,348.06,0.17256,0.40627
1.2992,0.002681,346.22,341.36,353.49,361.19,376,379.71,366.57,352.58,348.97,0.17159,0.40048
1.2879,0.002673,346.8,341.53,352.87,362.1,375.62,378.95,365.79,352.82,347.92,0.17043,0.40642
1.2964,0.00269,346.06,340.38,354.42,360.75,375.22,379.53,367.27,353.45,349.12,0.17025,0.40728
1.2814,0.002692,347.57,340.88,352.83,360.77,375.92,380.63,365.79,353.94,348.94,0.17192,0.40116
1.2869,0.002708,345.93,340.8,352.77,360.55,374.93,379.69,366.21,353.91,348.02,0.17179,0.40145
1.2825,0.002688,345.66,340.23,352.7,361.36,375.49,380.79,367.17,352.94,348.96,0.17183,0.40536
1.2885,0.00271,346.37,340.58,354.28,361.79,374.25,379.57,367.35,352.02,347.88,0.17331,0.40032
1.3015,0.00272,345.98,340.25,352.4,360.47,375.73,379.75,367.25,353.06,349.17,0.17202,0.40794
1.2862,0.00268,346.96,340.46,353.53,360.81,374.46,379.22,366.31,352.06,349.01,0.17354,0.40291
1.2852,0.002729,346.22,340.08,352.73,361.51,375.26,380.54,367.22,352.37,347.6,0.17111,0.40604
1.2832,0.00271,345.79,339.89,353.44,361.05,375.03,380.32,366.44,352.95,347.82,0.1709,0.40388
1.299,0.00273,346.91,340.86,353.54,360.78,374.26,380.81,367.4,353.89,348.87,0.1715,0.40541
1.2835,0.002723,345.77,341.21,352.31,360.45,375.54,380.5,366.69,353.5,348.17,0.17258,0.40023
1.2827,0.002723,346.69,341.24,352.34,359.58,374.51,380.36,367.16,352.67,348.91,0.1729,0.40082
