@relation bank32nh

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute target numeric

@data
-1,-1,1,-1,-1,1,-1,-1,0,1,-5.07995
1,1,-1,1,0,1,0,1,1,-1,5.44306
-1,-1,1,-1,-1,-1,-1,-1,-1,0,-10.2035
1,0,-1,-1,1,0,0,-1,1,1,2.58587
-1,-1,1,-1,1,-1,0,-1,-1,1,-1.02061
1,1,1,1,0,0,-1,-1,0,0,8.07387
-1,1,-1,-1,-1,1,0,0,1,0,-4.03432
1,1,-1,0,-1,-1,0,-1,1,1,1.02017
-1,0,0,1,-1,0,0,1,0,-1,-6.10634
1,1,1,-1,1,1,1,1,1,1,5.91414
-1,1,0,1,1,0,0,1,1,-1,-0.394529
1,0,0,0,-1,-1,-1,-1,-1,1,2.89676
1,1,1,0,-1,-1,-1,0,-1,1,8.32721
-1,0,-1,0,-1,-1,-1,0,0,-1,-9.24086
1,1,1,1,-1,-1,0,-1,1,0,7.57092
1,0,-1,-1,1,1,0,0,-1,-1,1.6335
1,0,-1,-1,0,-1,-1,1,-1,0,1.82418
-1,0,-1,0,0,-1,0,-1,0,0,-6.49572
-1,1,1,-1,1,0,1,0,1,0,1.61339
1,0,-1,1,-1,0,1,0,1,1,1.16674
-1,1,0,-1,-1,-1,0,0,0,0,-8.63079
-1,0,0,-1,-1,1,0,-1,-1,-1,-4.88133
1,0,-1,0,-1,1,-1,0,-1,-1,0.650237
1,1,0,1,0,0,0,-1,-1,1,6.00459
-1,-1,1,0,-1,0,1,-1,0,-1,-4.77923
-1,0,1,1,0,-1,1,-1,1,0,-3.73781
1,-1,-1,-1,0,0,1,0,1,-1,-4.64645
-1,1,1,0,-1,-1,0,-1,0,1,-8.60619
1,0,1,1,1,-1,0,-1,0,-1,4.92736
1,-1,1,-1,1,0,1,0,1,0,-1.34301
1,-1,-1,-1,-1,1,1,-1,1,0,-3.8652
-1,0,-1,-1,1,0,-1,0,-1,0,1.47833
-1,-1,-1,-1,0,0,0,-1,0,1,-2.80897
1,1,-1,1,1,1,1,-1,-1,1,4.76584
1,0,0,1,0,1,1,0,0,1,4.21988
1,1,0,1,-1,0,-1,-1,-1,-1,7.6387
1,-1,0,0,1,0,1,-1,1,-1,-1.13142
-1,1,-1,0,-1,-1,-1,0,1,1,-10.0291
-1,1,1,0,-1,0,-1,1,0,-1,-6.45832
-1,0,0,-1,0,1,1,-1,-1,-1,-0.273948
1,-1,-1,0,-1,-1,1,-1,-1,-1,-2.27532
-1,1,-1,-1,1,-1,0,-1,0,-1,-2.49291
-1,-1,1,1,0,1,-1,1,-1,0,-1.6031
-1,-1,1,1,1,-1,1,0,0,1,-1.07992
1,0,0,1,1,1,1,1,1,1,4.54997
1,0,0,0,1,1,0,0,1,1,2.47567
-1,0,-1,1,0,-1,1,1,-1,-1,-2.67101
-1,0,1,0,0,0,0,-1,1,0,-2.91319
-1,1,-1,1,0,-1,0,1,1,0,-4.20355
1,1,1,0,0,1,0,-1,1,1,7.80882
1,-1,-1,-1,1,-1,-1,-1,-1,-1,-2.23808
-1,0,-1,-1,-1,-1,-1,0,-1,0,-7.92078
1,1,0,1,-1,0,0,0,0,-1,8.22844
1,-1,-1,-1,0,-1,1,0,1,0,-3.20371
1,1,0,1,0,0,1,-1,0,0,5.99521
-1,-1,0,1,0,-1,0,0,1,1,-4.97237
-1,-1,-1,1,0,-1,1,0,0,-1,-3.39224
-1,0,-1,0,0,1,1,1,1,0,1.91095
1,-1,-1,1,1,0,1,0,0,-1,-1.01855
1,-1,0,0,1,-1,0,0,0,-1,0.027536
-1,1,0,1,1,-1,1,1,-1,-1,-0.004273
1,1,1,1,-1,-1,-1,-1,1,0,8.38344
-1,0,-1,-1,1,1,0,1,1,-1,2.81318
1,-1,-1,0,0,0,-1,0,-1,-1,-1.31743
1,-1,0,-1,0,1,0,-1,0,-1,-0.90743
-1,-1,1,0,1,0,-1,0,1,-1,-1.72256
-1,-1,0,0,1,0,1,0,-1,-1,0.082077
1,1,0,1,0,0,1,1,1,-1,8.12605
-1,0,1,0,-1,-1,-1,-1,-1,1,-6.68413
-1,-1,0,-1,-1,0,1,0,1,1,-4.75209
1,-1,-1,1,-1,1,1,-1,1,0,-0.668509
1,-1,-1,0,1,-1,0,-1,1,0,-1.0371
1,-1,1,1,0,-1,0,0,1,1,4.87724
1,0,1,-1,-1,-1,-1,-1,0,0,3.28081
1,0,-1,-1,1,1,-1,-1,0,-1,0.470127
-1,-1,0,-1,1,0,-1,-1,0,1,-2.00358
1,-1,1,0,1,1,0,-1,1,0,2.42345
-1,1,0,1,1,1,1,1,1,0,3.84024
-1,-1,1,-1,1,0,-1,1,-1,-1,-2.34698
-1,1,-1,1,-1,0,-1,0,-1,-1,-6.89383
1,1,-1,0,-1,-1,0,-1,0,1,3.19735
1,1,-1,1,1,0,0,1,0,1,4.50028
-1,0,0,0,-1,1,-1,1,-1,-1,-6.20676
1,1,0,-1,-1,1,0,-1,0,0,5.58948
1,0,1,1,0,1,1,1,1,-1,7.14382
-1,1,1,-1,-1,1,1,-1,1,1,-1.77252
-1,1,1,-1,-1,-1,0,0,0,0,-8.73633
-1,1,0,-1,-1,-1,1,1,1,0,-7.04943
1,1,0,1,1,1,1,0,0,1,7.54525
-1,0,-1,1,-1,0,0,0,1,0,-5.31833
-1,0,-1,0,1,-1,0,1,0,-1,-1.05647
1,0,1,0,-1,-1,0,1,0,1,4.19801
-1,1,0,-1,0,0,1,1,1,1,-0.437562
-1,0,0,-1,1,-1,1,-1,1,1,-2.84372
1,1,-1,-1,0,0,1,1,-1,1,3.65305
1,1,0,-1,-1,1,1,-1,0,1,6.48499
-1,1,0,-1,1,1,0,0,-1,-1,2.34101
1,-1,0,-1,1,-1,-1,-1,0,0,-2.16678
-1,-1,-1,0,1,1,0,0,1,-1,1.07851
-1,1,0,-1,1,0,0,0,0,0,-1.7722
-1,0,1,0,1,1,-1,0,1,-1,0.128032
-1,-1,1,-1,-1,-1,-1,0,0,0,-8.99256
-1,1,-1,1,0,0,1,0,0,1,-2.07628
1,-1,-1,-1,1,1,1,0,-1,1,-1.92917
1,-1,1,1,1,0,-1,0,-1,1,3.91497
1,-1,-1,1,0,1,0,0,0,1,-0.694896
-1,1,-1,-1,1,-1,0,0,0,0,-2.4925
1,0,0,1,0,0,0,-1,0,0,4.26618
1,-1,-1,0,1,1,0,-1,1,-1,-3.11221
-1,0,1,-1,0,1,0,-1,1,-1,-2.80767
-1,0,0,1,0,1,-1,-1,-1,1,-1.02694
1,0,1,0,-1,0,0,1,0,-1,3.98675
-1,1,0,-1,0,1,1,1,1,1,-1.31681
1,-1,1,1,-1,1,-1,1,0,-1,4.7666
-1,0,0,-1,0,-1,1,0,1,-1,-4.3178
1,-1,1,1,0,0,0,1,1,0,2.03141
-1,1,-1,1,-1,1,1,-1,1,0,-1.1369
1,0,1,-1,0,1,1,-1,1,0,3.39272
-1,1,0,-1,-1,-1,0,-1,-1,1,-6.33309
1,0,0,0,-1,1,1,1,-1,-1,4.77052
1,0,-1,1,0,1,1,-1,1,-1,1.8281
-1,0,0,-1,1,1,0,0,-1,-1,2.44195
1,0,1,-1,0,-1,-1,1,-1,1,3.48516
1,-1,1,-1,0,-1,-1,0,0,-1,-0.480077
1,-1,-1,0,1,1,1,0,1,-1,-2.17158
1,1,0,0,1,-1,-1,0,1,1,5.67524
-1,0,-1,0,1,0,1,1,0,-1,1.55879
-1,0,-1,1,-1,-1,-1,0,0,1,-8.23331
-1,0,1,0,-1,0,0,1,1,-1,-5.81477
-1,0,-1,0,-1,1,-1,1,1,1,-3.86229
-1,-1,0,-1,0,0,-1,0,0,0,-3.24693
-1,-1,0,-1,0,1,0,0,-1,1,-1.14526
1,-1,-1,1,-1,-1,0,-1,-1,-1,-1.46904
-1,1,0,-1,1,0,0,-1,0,1,0.83267
-1,0,1,0,-1,1,-1,1,-1,0,-4.1479
1,0,1,0,1,0,0,-1,0,1,3.65115
1,1,-1,1,1,0,0,0,1,0,4.71802
1,0,0,0,1,0,-1,-1,0,1,5.07091
1,0,1,-1,0,0,0,-1,1,-1,3.62568
-1,1,-1,0,0,-1,1,-1,-1,1,-4.13773
-1,1,1,0,-1,0,1,0,1,1,-5.61203
-1,-1,1,0,0,1,1,0,0,1,1.92249
1,0,1,1,-1,1,-1,-1,-1,0,3.96357
-1,-1,0,0,-1,0,1,0,0,1,-5.34401
1,0,-1,0,-1,1,-1,0,0,0,1.39226
-1,-1,0,0,1,0,0,-1,-1,-1,0.128195
1,-1,1,0,0,0,0,1,0,0,3.65616
1,0,0,0,1,0,1,0,-1,1,3.38712
-1,1,0,1,1,-1,0,1,0,1,-2.50459
1,1,0,-1,1,1,0,-1,-1,0,5.90112
-1,-1,1,1,1,-1,1,1,-1,-1,-2.47606
1,0,1,-1,0,1,0,-1,1,0,2.45132
1,1,-1,-1,1,0,0,0,0,0,3.6514
1,0,0,1,1,-1,0,-1,1,-1,3.5991
1,1,-1,1,-1,-1,1,-1,1,-1,4.38749
1,0,-1,-1,1,0,0,-1,-1,0,1.14276
-1,-1,0,1,0,-1,1,1,-1,0,-3.53432
1,1,-1,0,-1,-1,-1,1,-1,0,1.39819
-1,-1,-1,1,0,1,-1,0,1,1,-2.62817
1,0,0,-1,0,-1,-1,-1,1,1,1.21521
1,-1,0,0,0,-1,-1,0,1,1,-0.139681
1,0,0,-1,0,-1,0,-1,1,0,2.13563
1,0,-1,-1,1,1,0,0,-1,-1,-1.59027
-1,0,-1,1,1,1,0,-1,1,0,1.04947
-1,1,1,0,-1,-1,-1,-1,0,-1,-8.63715
-1,-1,0,1,-1,1,-1,1,-1,-1,-4.47343
-1,0,1,0,-1,1,-1,1,-1,1,-2.85058
1,1,1,-1,-1,1,-1,1,0,-1,5.74322
1,0,-1,1,1,0,1,1,0,0,1.5878
1,-1,0,0,0,0,-1,0,0,-1,0.272442
-1,1,1,-1,-1,1,-1,1,1,-1,-4.69019
1,-1,1,1,1,1,-1,-1,1,0,2.47052
-1,1,0,-1,0,1,-1,-1,1,-1,-3.09352
-1,1,-1,1,1,1,0,0,0,-1,4.24339
1,1,-1,-1,-1,0,1,-1,1,1,3.64951
1,0,1,1,1,-1,-1,0,-1,-1,4.7953
-1,-1,1,0,1,0,0,0,0,0,-0.575771
1,-1,-1,0,1,-1,-1,0,0,1,-2.32645
-1,-1,1,-1,1,-1,0,0,0,1,-2.96805
-1,-1,0,-1,1,1,0,-1,-1,1,3.36894
1,-1,0,0,0,-1,1,-1,1,0,0.8898
-1,-1,1,0,-1,-1,0,0,1,0,-8.52805
1,-1,1,1,1,-1,1,-1,1,1,1.31385
1,0,-1,-1,0,0,0,1,1,-1,-0.142128
-1,1,0,1,-1,0,0,0,1,-1,-5.7246
-1,0,0,1,1,1,-1,-1,-1,-1,1.65075
-1,1,1,-1,-1,0,1,-1,-1,0,-5.70262
1,-1,0,1,-1,0,0,1,-1,1,3.21983
1,0,1,0,0,1,0,-1,0,0,4.40223
-1,0,1,1,1,-1,-1,-1,0,-1,0.41649
1,1,0,-1,0,1,1,0,-1,1,4.55114
1,1,-1,1,1,1,-1,0,0,0,5.21096
1,1,1,0,-1,0,-1,-1,-1,-1,8.3182
-1,0,0,1,0,1,0,1,-1,0,-0.963541
1,-1,-1,0,1,1,0,1,1,-1,-2.48983
-1,0,0,0,1,1,-1,-1,1,-1,-1.7816
-1,1,1,1,0,-1,1,0,1,-1,-5.19711
-1,0,1,1,1,0,1,-1,1,1,2.00676
1,1,0,0,0,1,0,0,-1,-1,5.54673
1,0,1,-1,-1,0,-1,1,0,-1,4.15208
1,0,-1,1,1,1,1,1,1,1,2.84367
-1,1,0,1,1,1,1,0,0,-1,4.46293
-1,-1,0,1,1,0,1,1,1,-1,0.977007
1,-1,-1,-1,1,-1,0,1,-1,-1,-4.21034
-1,1,1,1,1,0,0,-1,-1,1,0.646209
1,1,1,-1,-1,-1,0,-1,-1,0,5.74732
-1,1,-1,1,1,1,1,1,-1,0,3.00181
-1,1,1,-1,0,1,1,1,0,-1,0.194088
1,-1,0,0,0,-1,0,1,1,0,1.0155
-1,0,0,1,0,0,-1,1,-1,1,-4.69761
1,-1,0,-1,0,1,0,0,0,-1,-0.684479
-1,0,-1,0,0,1,1,0,-1,-1,1.42489
1,0,1,1,0,1,1,1,1,0,8.91304
-1,0,0,-1,0,1,-1,0,-1,0,-2.27329
-1,1,-1,-1,-1,1,1,-1,1,-1,-1.31601
1,1,-1,-1,0,1,-1,0,0,0,1.98598
-1,-1,-1,-1,0,-1,0,0,0,1,-5.60561
1,0,0,1,1,-1,0,1,-1,1,3.42809
-1,1,0,-1,0,-1,1,-1,0,0,-4.333
-1,-1,1,0,-1,-1,1,0,1,-1,-6.69094
-1,0,-1,0,1,1,1,0,-1,-1,3.171
-1,0,1,0,0,1,0,0,1,0,-0.589006
-1,1,-1,-1,1,1,-1,-1,0,-1,-1.26774
-1,0,0,-1,0,1,0,1,-1,1,-0.001721
1,-1,0,1,0,0,-1,-1,1,0,-0.879557
1,0,-1,-1,1,-1,0,0,1,1,1.19709
1,0,1,-1,1,-1,0,-1,-1,0,3.70257
1,1,1,0,1,-1,0,-1,-1,0,6.90127
1,-1,-1,0,0,-1,0,0,0,0,-1.05643
1,1,-1,0,0,-1,1,-1,-1,-1,4.42069
1,-1,-1,0,-1,1,1,0,1,0,-3.67238
1,0,1,1,1,0,0,1,-1,0,6.34652
-1,0,-1,1,1,-1,-1,1,1,-1,-1.62114
-1,1,0,0,-1,1,0,1,0,1,-4.61798
-1,1,-1,0,1,0,0,0,1,-1,-0.048729
1,0,-1,0,-1,0,-1,1,1,0,0.633087
1,-1,-1,0,1,1,0,1,1,1,-2.1708
-1,1,0,1,-1,0,-1,-1,-1,-1,-6.52961
-1,0,1,1,0,-1,1,-1,1,1,-5.55738
1,1,-1,1,-1,1,0,1,1,0,4.85267
-1,0,1,0,-1,0,0,0,1,1,-5.94264
-1,-1,0,0,0,0,-1,1,1,0,-3.85647
-1,1,0,0,1,0,0,-1,1,0,0.724502
-1,1,0,0,-1,1,0,-1,1,0,-3.14755
1,1,0,1,1,1,-1,1,1,-1,8.76547
-1,-1,0,1,0,1,-1,1,1,1,-0.347222
-1,0,0,0,1,-1,1,0,-1,-1,-0.32964
-1,0,0,1,0,0,-1,1,0,1,-2.42898
1,1,1,0,1,-1,0,1,1,1,8.01614
1,-1,-1,-1,0,-1,-1,0,-1,0,-2.94257
1,1,-1,1,0,0,0,-1,0,0,4.52422
-1,1,1,0,-1,0,-1,0,1,0,-6.96314
1,1,-1,1,0,1,1,0,-1,1,4.19639
1,1,0,0,-1,0,0,1,1,1,7.35734
-1,0,-1,1,0,0,0,-1,-1,1,-3.6331
-1,-1,-1,0,-1,-1,1,1,0,1,-5.6298
-1,-1,0,0,-1,1,-1,0,0,0,-5.38811
-1,-1,0,0,-1,0,-1,-1,0,1,-7.43685
1,0,-1,-1,-1,-1,0,1,0,1,0.086159
-1,1,0,-1,1,0,-1,0,-1,-1,-2.15127
1,-1,-1,1,1,1,0,1,1,-1,-1.24551
-1,1,0,0,-1,0,0,-1,0,-1,-7.26218
1,-1,-1,1,0,-1,0,0,-1,-1,-1.06261
-1,-1,1,0,0,0,-1,-1,0,1,-3.5867
-1,-1,-1,0,0,-1,-1,1,0,-1,-7.02208
1,1,0,-1,0,1,-1,0,1,1,5.24024
-1,-1,-1,0,0,0,-1,-1,1,0,-3.18552
1,-1,1,0,0,0,1,0,-1,1,1.63964
1,0,-1,0,1,-1,0,0,0,1,0.852709
-1,1,1,0,0,1,-1,0,0,1,-3.12112
1,-1,0,1,0,-1,-1,1,0,1,0.344198
-1,-1,0,0,-1,0,0,0,1,1,-6.38858
-1,-1,0,1,-1,1,1,-1,-1,1,-2.38588
1,0,0,-1,1,1,0,-1,0,-1,1.64301
-1,1,1,1,-1,-1,1,1,1,1,-8.19506
-1,0,0,1,-1,1,0,-1,-1,1,-5.26388
-1,0,1,-1,-1,1,0,-1,-1,1,-4.13469
-1,-1,1,1,0,0,0,1,0,1,-1.42109
1,0,-1,-1,1,0,-1,-1,1,0,0.31323
1,0,-1,1,-1,-1,-1,-1,-1,-1,1.59288
1,0,1,-1,0,-1,-1,0,1,-1,3.38759
1,0,-1,-1,1,-1,1,0,1,1,0.922542
-1,1,0,1,0,-1,0,1,1,1,-5.12179
-1,1,1,1,1,0,0,0,1,0,-0.19975
1,-1,0,-1,1,1,-1,0,1,0,0.656076
1,1,1,1,1,-1,1,-1,1,1,11.0652
-1,1,1,0,-1,0,-1,-1,1,1,-7.13576
1,-1,-1,1,-1,1,-1,0,-1,1,0.624198
1,0,1,0,0,0,0,1,1,0,5.36175
-1,0,-1,-1,0,1,-1,1,0,-1,-3.36419
-1,-1,0,1,1,0,0,0,0,-1,1.40867
1,1,-1,0,1,0,-1,1,1,0,2.49451
-1,1,1,-1,0,-1,-1,1,1,1,-5.86612
-1,-1,-1,-1,0,-1,1,0,1,0,-2.72477
-1,1,1,-1,1,-1,-1,-1,1,0,-4.30633
1,0,0,0,-1,1,-1,1,1,-1,3.52315
-1,1,1,1,1,-1,1,1,0,-1,-1.24442
-1,1,1,1,0,1,0,-1,-1,-1,0.312132
-1,1,-1,1,-1,0,0,1,0,0,-5.56493
-1,0,0,0,0,-1,1,0,1,1,-2.56961
-1,1,0,0,-1,0,1,1,0,0,-4.6984
1,0,1,-1,-1,1,0,0,1,0,5.49868
-1,0,0,-1,-1,1,-1,0,-1,0,-3.87214
-1,-1,-1,-1,-1,-1,1,-1,0,0,-8.19627
1,-1,0,1,-1,-1,0,-1,-1,0,0.725181
-1,0,-1,1,0,0,-1,0,1,0,-3.96969
-1,1,1,0,0,1,1,-1,-1,0,-1.09775
1,1,-1,1,1,-1,0,-1,0,0,6.54006
-1,-1,0,-1,-1,1,0,0,1,1,-3.13694
-1,1,0,1,0,-1,1,1,-1,-1,-4.44034
1,-1,-1,0,0,1,1,0,0,0,-3.16282
-1,-1,0,-1,0,0,0,0,1,1,-4.36509
-1,1,0,0,1,-1,0,-1,1,0,-0.351392
1,0,1,1,0,0,-1,-1,-1,-1,4.75788
-1,-1,1,0,1,-1,0,0,1,1,-1.0936
1,0,0,1,-1,1,0,-1,0,0,4.76139
1,-1,-1,-1,-1,-1,-1,0,-1,1,-3.25349
1,0,1,-1,1,1,-1,0,-1,0,3.34765
1,1,-1,-1,0,1,-1,0,0,-1,1.21095
1,0,1,0,0,0,-1,0,-1,-1,3.71533
1,0,0,-1,-1,-1,1,1,1,0,1.73533
1,-1,1,0,-1,0,1,0,0,-1,0.921535
-1,1,-1,0,0,0,1,0,1,1,-3.43692
1,0,1,1,0,-1,0,-1,0,0,5.81092
-1,-1,0,1,0,-1,0,0,-1,-1,-5.52554
1,1,-1,-1,-1,-1,-1,0,1,1,3.8265
1,1,-1,0,1,0,1,0,0,1,5.06551
-1,1,1,1,-1,-1,-1,1,0,0,-9.49019
-1,0,-1,-1,-1,0,0,-1,1,1,-6.11159
1,-1,0,1,1,-1,1,-1,-1,1,1.81753
1,-1,1,0,-1,1,0,0,0,1,2.47735
1,0,-1,0,1,1,1,0,1,0,2.92275
-1,-1,1,0,0,0,-1,1,-1,0,-4.73328
-1,0,-1,-1,0,1,0,0,0,0,-0.67446
1,1,0,0,0,0,-1,-1,1,1,5.94497
-1,-1,1,1,1,0,1,-1,-1,0,2.17586
-1,0,-1,1,0,-1,0,0,0,1,-4.47193
-1,0,0,0,1,-1,0,0,-1,-1,-1.14189
-1,-1,1,0,-1,0,-1,0,0,1,-7.81464
1,-1,0,1,0,0,0,0,0,1,1.2026
-1,0,1,0,1,-1,-1,1,0,1,-3.5249
1,-1,1,1,0,1,0,1,1,0,3.64627
-1,1,1,-1,1,0,-1,1,1,1,-1.97068
1,-1,0,1,1,1,0,-1,1,0,1.75522
1,1,1,0,1,-1,1,1,1,0,7.56367
-1,-1,0,0,0,1,1,-1,0,0,-0.59292
1,0,0,1,1,0,-1,-1,1,0,1.87989
-1,0,0,0,-1,-1,1,-1,0,-1,-6.13875
1,-1,1,0,1,0,-1,0,1,1,1.31151
1,0,-1,0,1,1,1,-1,0,-1,2.188
1,-1,0,-1,1,0,1,1,0,0,-2.03143
-1,-1,0,-1,-1,-1,0,-1,1,-1,-7.30792
1,1,1,-1,0,0,0,0,0,1,5.41828
-1,1,1,-1,0,-1,0,1,0,-1,-5.76392
1,-1,1,0,1,-1,1,1,0,0,1.20129
-1,-1,-1,1,1,0,1,1,1,-1,1.81436
1,-1,0,0,1,-1,-1,-1,-1,-1,-1.03758
-1,1,1,1,-1,0,0,1,-1,1,-6.69067
1,-1,0,-1,-1,0,-1,1,-1,0,-1.34164
1,-1,0,1,-1,0,-1,1,1,0,1.59239
-1,-1,1,0,1,-1,-1,1,1,1,-3.68087
-1,-1,0,0,-1,1,0,1,1,1,-2.41057
-1,0,1,1,0,-1,1,1,-1,-1,-2.89893
1,-1,0,-1,-1,0,0,1,1,0,-1.24595
1,0,-1,1,1,-1,0,0,0,-1,2.45044
1,-1,0,1,-1,0,-1,0,1,0,-0.330823
-1,0,-1,1,-1,0,0,0,1,0,-4.44798
-1,-1,1,-1,0,0,-1,1,-1,1,-5.00511
-1,-1,0,0,1,1,-1,0,-1,0,1.57802
-1,0,-1,1,0,0,0,1,0,-1,-1.60211
-1,1,1,-1,0,1,0,1,-1,0,-0.446497
1,1,1,1,1,1,0,-1,-1,0,9.0471
1,-1,1,1,-1,1,1,0,-1,-1,3.30698
-1,-1,1,0,1,1,0,-1,1,1,2.89697
1,1,-1,1,1,0,-1,1,1,-1,4.84895
-1,0,1,0,1,0,-1,-1,-1,-1,-1.51486
1,0,0,-1,1,-1,0,-1,1,1,1.27692
-1,0,-1,-1,0,1,-1,0,0,-1,-2.02902
1,-1,0,-1,1,1,0,1,0,1,0.880656
1,0,1,-1,0,0,0,-1,-1,-1,5.46353
1,1,1,0,0,0,0,-1,-1,1,6.94929
-1,-1,-1,-1,1,1,1,-1,-1,1,2.17475
1,-1,-1,0,-1,1,0,1,-1,-1,-1.4854
1,0,-1,1,0,0,-1,1,-1,1,0.86726
1,-1,1,1,1,-1,0,0,1,-1,2.62367
1,0,0,1,0,-1,1,1,-1,-1,4.9436
-1,1,0,0,1,1,1,-1,1,1,3.44707
-1,0,1,1,1,0,0,-1,-1,1,0.235508
-1,1,1,0,-1,1,1,0,0,1,-4.58579
1,1,0,1,-1,-1,-1,0,1,-1,5.87948
-1,-1,0,-1,0,1,0,0,1,-1,-1.07664
-1,0,1,-1,-1,0,-1,0,-1,1,-7.34601
-1,0,-1,-1,-1,0,1,-1,0,0,-4.80575
-1,-1,0,1,1,1,1,0,-1,-1,3.48518
-1,1,-1,1,-1,0,0,0,1,0,-7.26253
1,1,1,-1,0,1,-1,-1,0,1,6.84429
1,0,0,0,-1,1,1,0,-1,-1,4.90575
1,-1,1,0,1,-1,0,-1,-1,0,0.957245
-1,1,0,1,1,1,0,0,-1,0,2.60575
1,-1,1,0,0,1,0,1,0,-1,1.83045
1,0,0,0,0,1,0,0,0,1,1.61204
-1,0,-1,0,1,-1,1,1,0,0,-2.50881
1,-1,0,-1,1,0,0,1,0,0,-1.35609
1,1,-1,-1,1,1,0,1,1,0,3.22831
-1,0,1,1,-1,1,1,1,-1,0,-3.23005
1,0,0,1,-1,1,-1,-1,-1,1,4.72124
1,1,0,1,1,-1,0,0,0,-1,7.71176
1,-1,1,1,1,-1,0,0,1,-1,2.64878
1,0,-1,1,0,1,-1,0,-1,1,3.43159
-1,-1,1,-1,-1,0,1,0,1,1,-4.78136
1,0,1,-1,0,1,0,0,1,1,2.20255
1,0,1,1,-1,0,-1,1,0,1,5.92899
1,0,1,0,0,0,-1,-1,0,0,4.45985
1,0,1,-1,-1,-1,1,-1,0,-1,4.59222
1,0,1,1,-1,0,0,0,0,-1,5.51686
-1,1,0,0,0,1,1,-1,1,1,-0.870972
-1,-1,-1,1,1,0,-1,-1,-1,-1,-0.015779
-1,-1,1,1,1,-1,0,-1,0,0,-2.80488
1,-1,0,-1,0,1,-1,1,1,0,0.036356
1,-1,1,1,0,1,-1,0,0,1,3.02939
1,-1,-1,-1,1,-1,-1,1,0,0,-3.55918
-1,0,0,-1,-1,-1,0,-1,-1,0,-7.70598
-1,1,-1,0,1,-1,-1,1,0,0,-2.73151
-1,1,0,0,0,1,0,0,0,0,-0.694893
1,1,-1,1,-1,1,0,-1,-1,1,4.13213
-1,0,0,-1,-1,1,0,1,1,1,-4.77857
1,-1,0,-1,1,-1,-1,0,-1,-1,0.334652
-1,-1,1,1,0,1,-1,1,0,1,-2.32715
-1,-1,-1,0,1,1,1,0,1,0,4.48877
1,-1,0,0,1,0,1,-1,0,0,0.285014
-1,1,0,-1,0,0,1,0,1,1,-1.39459
1,1,0,-1,0,-1,-1,1,0,1,3.41776
-1,-1,1,-1,-1,0,-1,0,0,1,-8.40509
1,-1,1,-1,-1,1,-1,1,0,-1,1.33442
-1,0,0,0,0,-1,0,0,1,-1,-4.95183
1,0,0,1,0,0,1,-1,0,0,3.93658
-1,0,1,1,-1,0,0,0,-1,-1,-6.53399
1,-1,1,1,1,1,1,-1,-1,0,4.41888
1,1,0,-1,-1,-1,1,-1,1,-1,4.62921
-1,0,0,-1,1,-1,1,-1,1,0,-0.124638
1,-1,1,1,-1,1,0,-1,1,1,1.67113
-1,1,-1,1,-1,-1,-1,-1,-1,-1,-11.2268
-1,1,0,0,0,0,0,1,1,0,-2.29883
1,0,-1,-1,0,-1,0,0,-1,1,-1.14767
1,0,0,0,0,0,-1,1,1,1,4.25471
-1,1,0,-1,0,-1,0,0,-1,0,-4.52535
-1,1,0,0,1,1,-1,-1,1,-1,-0.330008
1,-1,-1,-1,0,0,0,1,1,0,-2.62747
1,0,-1,1,1,0,-1,0,-1,1,1.56085
1,0,1,0,1,1,0,-1,-1,1,4.66257
1,1,-1,0,1,0,0,-1,1,0,3.8824
-1,0,1,1,0,-1,-1,-1,-1,0,-7.23904
1,1,1,-1,1,0,0,-1,0,0,7.816
1,0,-1,1,-1,-1,0,-1,-1,0,2.03409
-1,0,0,1,0,1,0,-1,0,-1,-0.35156
1,0,0,1,1,0,1,0,0,0,3.26823
-1,-1,0,0,1,-1,1,1,1,1,0.261984
1,0,-1,-1,0,1,1,-1,0,-1,-0.040253
1,0,1,0,1,1,0,0,0,1,3.77446
1,1,0,1,1,0,0,1,0,1,7.64236
-1,1,1,1,-1,-1,0,1,0,1,-7.97706
-1,-1,-1,-1,1,-1,-1,0,1,-1,-2.89218
-1,0,-1,1,-1,-1,-1,0,-1,0,-8.58508
-1,0,1,1,1,1,1,1,1,1,2.33326
1,0,1,1,0,-1,0,1,0,-1,5.3638
-1,0,1,1,1,-1,0,-1,-1,1,-2.9067
-1,0,1,1,0,-1,1,-1,0,-1,-3.52979
1,1,1,-1,0,-1,-1,-1,1,-1,6.553
1,-1,-1,0,1,1,1,0,1,-1,-2.09239
-1,-1,1,0,-1,1,0,-1,0,0,-4.21111
-1,1,0,-1,-1,1,-1,1,-1,0,-6.08044
1,0,-1,0,0,1,0,1,0,1,1.81897
-1,0,0,1,1,-1,-1,1,-1,1,-0.906726
-1,-1,0,1,0,0,0,1,1,0,-4.13051
-1,-1,1,0,0,-1,1,-1,-1,1,-5.13997
-1,0,-1,0,1,0,-1,0,0,-1,-0.264121
1,-1,-1,-1,-1,1,-1,0,1,0,-2.40544
1,0,0,-1,1,0,-1,0,1,-1,1.37073
-1,1,-1,0,1,0,1,1,0,-1,1.47093
